48_Symme_flat_confi_optim
5.000
11
0
Type of measurement (0=app. resistivity,1=resistance)
0
4092
1
0
4      0.000,     0.000       5.000,     0.000      10.000,     0.000      15.000,     0.000    94.8883
4      0.000,     0.000       5.000,     0.000      15.000,     0.000      20.000,     0.000    96.5107
4      0.000,     0.000       5.000,     0.000      20.000,     0.000      25.000,     0.000   113.5550
4      0.000,     0.000       5.000,     0.000      25.000,     0.000      30.000,     0.000   116.6272
4      0.000,     0.000       5.000,     0.000      30.000,     0.000      35.000,     0.000   127.2936
4      0.000,     0.000       5.000,     0.000      35.000,     0.000      40.000,     0.000   164.2653
4      0.000,     0.000       5.000,     0.000      40.000,     0.000      45.000,     0.000   199.3465
4      0.000,     0.000       5.000,     0.000      45.000,     0.000      50.000,     0.000   225.7225
4      0.000,     0.000       5.000,     0.000      50.000,     0.000      55.000,     0.000   235.2394
4      0.000,     0.000       5.000,     0.000      55.000,     0.000      60.000,     0.000   256.4354
4      0.000,     0.000      10.000,     0.000      85.000,     0.000      95.000,     0.000   307.9004
4      0.000,     0.000      10.000,     0.000      75.000,     0.000      85.000,     0.000   307.2706
4      0.000,     0.000      10.000,     0.000      70.000,     0.000      80.000,     0.000   294.9245
4      0.000,     0.000      10.000,     0.000      65.000,     0.000      75.000,     0.000   291.2880
4      0.000,     0.000      10.000,     0.000      80.000,     0.000      90.000,     0.000   348.2459
4      0.000,     0.000      10.000,     0.000      60.000,     0.000      70.000,     0.000   270.5420
4      0.000,     0.000      10.000,     0.000      55.000,     0.000      65.000,     0.000   225.7879
4      0.000,     0.000      10.000,     0.000      30.000,     0.000      40.000,     0.000   144.9092
4      0.000,     0.000      10.000,     0.000      35.000,     0.000      45.000,     0.000   160.2824
4      0.000,     0.000      10.000,     0.000      40.000,     0.000      50.000,     0.000   170.8855
4      0.000,     0.000      10.000,     0.000      45.000,     0.000      55.000,     0.000   210.2320
4      0.000,     0.000      10.000,     0.000      25.000,     0.000      35.000,     0.000   122.1506
4      0.000,     0.000      10.000,     0.000      50.000,     0.000      60.000,     0.000   237.0434
4      0.000,     0.000      10.000,     0.000      20.000,     0.000      30.000,     0.000   102.6675
4      0.000,     0.000      10.000,     0.000      15.000,     0.000      25.000,     0.000   106.3901
4      0.000,     0.000      15.000,     0.000      95.000,     0.000     110.000,     0.000   362.2925
4      0.000,     0.000      15.000,     0.000      90.000,     0.000     105.000,     0.000   352.7447
4      0.000,     0.000      15.000,     0.000     100.000,     0.000     115.000,     0.000   366.7397
4      0.000,     0.000      15.000,     0.000       5.000,     0.000      10.000,     0.000   103.8952
4      0.000,     0.000      15.000,     0.000      85.000,     0.000     100.000,     0.000   318.0975
4      0.000,     0.000      15.000,     0.000     110.000,     0.000     125.000,     0.000   416.0887
4      0.000,     0.000      15.000,     0.000     105.000,     0.000     120.000,     0.000   378.5547
4      0.000,     0.000      15.000,     0.000      70.000,     0.000      85.000,     0.000   280.4453
